nb_episodes,epsilon_rate,epsilon_min,epsilon_max,learning_rate,reward_discount_rate,decay_rate,avg_rewards,avg_steps
70000,1.0,0.01,1.0,0.8,0.1,0.01,8.21,83.87
70000,1.0,0.01,1.0,0.8,0.1,0.03,8.46,82.27
70000,1.0,0.01,1.0,0.8,0.1,0.05,8.58,77.69
70000,1.0,0.01,1.0,0.8,0.1,0.07,8.35,70.89
70000,1.0,0.01,1.0,0.8,0.1,0.1,7.43,62.69
70000,1.0,0.01,1.0,0.9,0.9,0.01,6.78,14.22
70000,1.0,0.01,1.0,0.9,0.9,0.03,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.9,0.05,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.9,0.07,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.9,0.1,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.786,0.01,6.84,14.16
70000,1.0,0.01,1.0,0.9,0.786,0.03,6.85,14.15
70000,1.0,0.01,1.0,0.9,0.786,0.05,7.03,13.97
70000,1.0,0.01,1.0,0.9,0.786,0.07,7.01,13.99
70000,1.0,0.01,1.0,0.9,0.786,0.1,7.02,13.98
70000,1.0,0.01,1.0,0.9,0.618,0.01,7.0,18.29
70000,1.0,0.01,1.0,0.9,0.618,0.03,6.97,14.29
70000,1.0,0.01,1.0,0.9,0.618,0.05,6.96,14.04
70000,1.0,0.01,1.0,0.9,0.618,0.07,6.81,14.19
70000,1.0,0.01,1.0,0.9,0.618,0.1,7.03,13.97
70000,1.0,0.01,1.0,0.9,0.5,0.01,7.25,30.4
70000,1.0,0.01,1.0,0.9,0.5,0.03,6.95,18.37
70000,1.0,0.01,1.0,0.9,0.5,0.05,6.69,15.17
70000,1.0,0.01,1.0,0.9,0.5,0.07,6.73,14.81
70000,1.0,0.01,1.0,0.9,0.5,0.1,7.0,14.0
70000,1.0,0.01,1.0,0.9,0.382,0.01,7.77,60.33
70000,1.0,0.01,1.0,0.9,0.382,0.03,7.45,47.53
70000,1.0,0.01,1.0,0.9,0.382,0.05,7.76,47.46
70000,1.0,0.01,1.0,0.9,0.382,0.07,7.51,41.34
70000,1.0,0.01,1.0,0.9,0.382,0.1,7.27,36.07
70000,1.0,0.01,1.0,0.9,0.2,0.01,7.8,74.63
70000,1.0,0.01,1.0,0.9,0.2,0.03,7.81,69.83
70000,1.0,0.01,1.0,0.9,0.2,0.05,7.9,65.86
70000,1.0,0.01,1.0,0.9,0.2,0.07,7.79,59.42
70000,1.0,0.01,1.0,0.9,0.2,0.1,7.58,44.26
70000,1.0,0.01,1.0,0.9,0.1,0.01,8.43,75.95
70000,1.0,0.01,1.0,0.9,0.1,0.03,7.83,69.81
70000,1.0,0.01,1.0,0.9,0.1,0.05,7.8,66.13
70000,1.0,0.01,1.0,0.9,0.1,0.07,8.2,63.11
70000,1.0,0.01,1.0,0.9,0.1,0.1,7.83,62.7
